id,work,address,salary,request,nation,descripe,city,salary_low,salary_high,diploma,class,class_name,class_name_english,diploma_english,work_english
5454,.NET,上海-桃浦,7k-13k,经验1-3年 / 大专,"企业服务,生活服务 / 初创型(未融资)",“亲情回馈 项目奖励”,上海,7,13, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5455,.NET,南京-玄武湖,6k-12k,经验1-3年 / 大专,O2O / 初创型(未融资),"“员工旅游,生日福利,部门聚餐,五险”",南京,6,12, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5456,.NET,杭州-运河,12k-20k,经验1-3年 / 本科,移动互联网 / 成熟型(不需要融资),“准上市公司，发展潜力大，福利待遇好！”,杭州,12,20, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,net
5457,.NET,长沙-东塘,6k-12k,经验1-3年 / 大专,游戏 / 上市公司,“五险一金、员工旅游、定期体检、年终奖金”,长沙,6,12, 大专, 上市公司, 上市公司,SHGS,DZ,net
5458,.NET,广州-建设,6k-9k,经验1-3年 / 不限,移动互联网 / 成长型(不需要融资),"“弹性上下班,五险一金,团队活动”",广州,6,9, 不限, 成长型(不需要融资), 成长型,CZX,QT,net
5459,.NET,上海-上海师…,12k-15k,经验3-5年 / 大专,"移动互联网,电子商务 / 成熟型(C轮)",“五险一金 培训发展 大数据”,上海,12,15, 大专, 成熟型(C轮), 成熟型,CSX,DZ,net
5460,.NET,上海-闸北公…,15k-25k,经验3-5年 / 本科,"移动互联网,电子商务 / 上市公司",“Asp”,上海,15,25, 本科, 上市公司, 上市公司,SHGS,BK,net
5461,.NET,上海-新华医…,10k-20k,经验3-5年 / 大专,"移动互联网,金融 / 初创型(未融资)",“五险一金 员工旅游 员工体检”,上海,10,20, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5462,.NET,衢州-柯城区,5k-9k,经验1-3年 / 大专,"电子商务,移动互联网 / 初创型(不需要融资)",“发展空间大，薪资优待”,衢州,5,9, 大专, 初创型(不需要融资), 初创型,CCX,DZ,net
5463,.NET,深圳-上梅林,15k-25k,经验3-5年 / 本科,"移动互联网,硬件 / 成熟型(不需要融资)","“万科子公司,智慧社区,前景好,发展空间大”",深圳,15,25, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,net
5464,.NET,苏州-昆山市,8k-15k,经验5-10年 / 大专,游戏 / 成长型(不需要融资),“年终奖金、带薪年假、员工旅游”,苏州,8,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5465,.NET,成都-高新区,8k-13k,经验3-5年 / 本科,"企业服务,金融 / 成熟型(不需要融资)",“五险一金，节日补贴”,成都,8,13, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,net
5466,Senior .Net Software Engineer,上海-北新泾,8k-12k,经验1-3年 / 本科,"企业服务,数据服务 / 上市公司",“很不错的平台哦~每年两次调薪机会”,上海,8,12, 本科, 上市公司, 上市公司,SHGS,BK,net
5467,Senior .Net Software Engineer,上海-南京西…,20k-30k,经验5-10年 / 本科,"移动互联网,教育 / 初创型(未融资)",“弹性工作；年度旅游；规范管理；扁平管理；”,上海,20,30, 本科, 初创型(未融资), 初创型,CCX,BK,net
5468,Senior .Net Software Engineer,东莞-东莞市…,8k-15k,经验3-5年 / 大专,"移动互联网,金融 / 上市公司","“氛围好,压力小”",东莞,8,15, 大专, 上市公司, 上市公司,SHGS,DZ,net
5469,Senior .Net Software Engineer,上海-中山公…,8k-12k,经验1-3年 / 不限,"数据服务,其他 / 成长型(不需要融资)",“十三薪，年终奖金，带薪年假，专业培训”,上海,8,12, 不限, 成长型(不需要融资), 成长型,CZX,QT,net
5470,Senior .Net Software Engineer,上海-浦东新…,9k-15k,经验1-3年 / 本科,金融 / 上市公司,“五险一金，13薪，绩效奖金，发展空间大”,上海,9,15, 本科, 上市公司, 上市公司,SHGS,BK,net
5471,Senior .Net Software Engineer,广州-天河区,4k-7k,经验不限 / 大专,其他 / 上市公司,"“班车接送,五险一金,周末双休,带薪年假”",广州,4,7, 大专, 上市公司, 上市公司,SHGS,DZ,net
5472,Senior .Net Software Engineer,杭州,15k-30k,经验3-5年 / 大专,"移动互联网,医疗健康 / 上市公司",“上市公司内部创业项目。期权+股权”,杭州,15,30, 大专, 上市公司, 上市公司,SHGS,DZ,net
5473,Senior .Net Software Engineer,杭州-小河,7k-10k,经验1-3年 / 本科,金融 / 成长型(不需要融资),“广阔的发展空间”,杭州,7,10, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5474,Senior .Net Software Engineer,上海-仙霞新…,8k-10k,经验1年以下 / 不限,"数据服务,移动互联网 / 初创型(未融资)",“13薪，公司旅游，带薪年假”,上海,8,10, 不限, 初创型(未融资), 初创型,CCX,QT,net
5475,Senior .Net Software Engineer,广州-萝岗区,7k-12k,经验1-3年 / 大专,金融 / 成熟型(C轮),“双休；年终双薪；内训；旅游；”,广州,7,12, 大专, 成熟型(C轮), 成熟型,CSX,DZ,net
5476,Senior .Net Software Engineer,长沙-茶园坡,5k-9k,经验1-3年 / 本科,"移动互联网,数据服务 / 成长型(不需要融资)",“五险商保、体检、带薪年假、双休、加班补助”,长沙,5,9, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5477,Senior .Net Software Engineer,上海-新天地,10k-20k,经验3-5年 / 本科,"移动互联网,O2O / 成长型(A轮)",“福利好、空间大、扁平化管理”,上海,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,net
5478,Senior .Net Software Engineer,杭州-三墩,8k-16k,经验1-3年 / 大专,"电子商务,社交网络 / 成长型(B轮)",“双休 股票期权 14薪起 自由 乐趣”,杭州,8,16, 大专, 成长型(B轮), 成长型,CZX,DZ,net
5479,Senior .Net Software Engineer,杭州-西湖区,10k-20k,经验1-3年 / 大专,"企业服务,O2O / 成长型(不需要融资)",“美资IT研发团队，团队氛围好，平台稳定”,杭州,10,20, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5480,Senior .Net Software Engineer,上海-莘庄,6k-12k,经验3-5年 / 本科,"广告营销,O2O / 初创型(天使轮)",“五险一金，做五休二，期权激励”,上海,6,12, 本科, 初创型(天使轮), 初创型,CCX,BK,net
5481,.NET,北京,5k-10k,经验1-3年 / 大专,电子商务 / 成长型(不需要融资),“创新靠谱企业，让我们一起愉快地创业吧！”,北京,5,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5482,.NET,上海-天目西…,10k-16k,经验3-5年 / 本科,电子商务 / 初创型(未融资),“年终福利 节日补贴”,上海,10,16, 本科, 初创型(未融资), 初创型,CCX,BK,net
5483,.NET,天津-津塘路,6k-8k,经验1-3年 / 大专,其他 / 成长型(不需要融资),“五险一金，晋升空间大”,天津,6,8, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5484,.NET,沧州-运河区,4k-8k,经验1-3年 / 大专,移动互联网 / 上市公司,“最专业的、最有竞争力的的信息化服务品牌”,沧州,4,8, 大专, 上市公司, 上市公司,SHGS,DZ,net
5485,.NET,宁波,6k-12k,经验3-5年 / 不限,"移动互联网,硬件 / 初创型(不需要融资)",“项目奖金+绩效提成”,宁波,6,12, 不限, 初创型(不需要融资), 初创型,CCX,QT,net
5486,.NET,杭州-翠苑,8k-15k,经验1-3年 / 大专,移动互联网 / 成长型(不需要融资),“福利优厚 成长空间大”,杭州,8,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5487,.NET,杭州-西湖区,10k-20k,经验1-3年 / 本科,金融 / 上市公司,“超长年假，弹性工作，出国机会”,杭州,10,20, 本科, 上市公司, 上市公司,SHGS,BK,net
5488,.NET,南京-莫愁湖…,10k-16k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“项目提成，弹性工作，对应补贴，年终奖。”,南京,10,16, 本科, 初创型(未融资), 初创型,CCX,BK,net
5489,.NET,北京-海淀区,12k-18k,经验3-5年 / 本科,"移动互联网,其他 / 初创型(天使轮)",“六险一金 补贴”,北京,12,18, 本科, 初创型(天使轮), 初创型,CCX,BK,net
5490,.NET,深圳-车公庙,8k-16k,经验3-5年 / 大专,移动互联网 / 成长型(B轮),"“双休,福利好,交通方便,工作氛围好”",深圳,8,16, 大专, 成长型(B轮), 成长型,CZX,DZ,net
5491,.NET,长沙-岳麓区,8k-12k,经验3-5年 / 大专,"信息安全,数据服务 / 初创型(未融资)",“高薪”,长沙,8,12, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5492,.NET,成都-沙河源,7k-13k,经验3-5年 / 大专,"O2O,医疗健康 / 成长型(A轮)","“五险一金,年底双薪,股票期权”",成都,7,13, 大专, 成长型(A轮), 成长型,CZX,DZ,net
5493,.NET,厦门-软件园,6k-12k,经验不限 / 大专,移动互联网 / 成长型(不需要融资),“五险，户外拓展，员工聚餐，年假”,厦门,6,12, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5494,.NET,西安-新城区,7k-10k,经验1-3年 / 大专,分类信息 / 成熟型(C轮),"“五险一金,节日福利”",西安,7,10, 大专, 成熟型(C轮), 成熟型,CSX,DZ,net
5495,.NET,郑州-农业路…,5k-8k,经验不限 / 不限,"移动互联网,电子商务 / 初创型(不需要融资)",“奖金丰厚，五险一金，带薪年假，节日福利”,郑州,5,8, 不限, 初创型(不需要融资), 初创型,CCX,QT,net
5496,.NET,青岛-市政府,6k-12k,经验1-3年 / 大专,移动互联网 / 成长型(B轮),“弹性工作时间、每日水果餐”,青岛,6,12, 大专, 成长型(B轮), 成长型,CZX,DZ,net
5497,.NET,上海-万体馆,10k-20k,经验1-3年 / 不限,"移动互联网,文化娱乐 / 成长型(A轮)",“与大牛一起工作 发展空间大”,上海,10,20, 不限, 成长型(A轮), 成长型,CZX,QT,net
5498,.NET,上海-梅陇,10k-20k,经验3-5年 / 本科,生活服务 / 成熟型(不需要融资),“专业团队，年度带薪旅游，多种形式公司活动”,上海,10,20, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,net
5499,.NET,杭州,7k-14k,经验1-3年 / 本科,其他 / 成长型(不需要融资),“五险一金、各类补贴、弹性管理、年终奖金”,杭州,7,14, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5500,.NET,杭州-下沙,9k-15k,经验不限 / 不限,"移动互联网,医疗健康 / 初创型(未融资)",“双休、入职缴纳五险”,杭州,9,15, 不限, 初创型(未融资), 初创型,CCX,QT,net
5501,.NET,上海-陆家嘴,10k-15k,经验3-5年 / 大专,"移动互联网 ,电子商务 / 成熟型(C轮)",“六险一金 环境融洽”,上海,10,15, 大专, 成熟型(C轮), 成熟型,CSX,DZ,net
5502,.NET,上海-张江,10k-15k,经验3-5年 / 不限,"移动互联网,硬件 / 初创型(天使轮)",“软硬件通吃型团队，适合充满极客精神的你”,上海,10,15, 不限, 初创型(天使轮), 初创型,CCX,QT,net
5503,.NET,上海,10k-20k,经验3-5年 / 本科,"数据服务,移动互联网 / 初创型(未融资)",“五险一金，餐贴，交通补贴，弹性工作时间，”,上海,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,net
5504,.NET,上海,9k-12k,经验1-3年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)",“晋升空间 每年调薪 年终双薪”,上海,9,12, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5505,.NET,上海-华师大,8k以上,经验1-3年 / 大专,数据服务 / 初创型(未融资),“高薪诚聘，欢迎您的加入~”,上海,8,0, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5506,.NET,上海-天目西…,12k-18k,经验1-3年 / 本科,"移动互联网,金融 / 初创型(未融资)",“法国企业 五险一金”,上海,12,18, 本科, 初创型(未融资), 初创型,CCX,BK,net
5507,.NET,广州-体育中…,6k-9k,经验1-3年 / 大专,移动互联网 / 初创型(未融资),“.Net 软件开发 周末双休 带薪年假 年终双薪”,广州,6,9, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5508,.NET,长沙-湘江中…,5k-10k,经验1-3年 / 本科,移动互联网 / 初创型(未融资),“六险一金 绩效奖金 定期体检 带薪年假”,长沙,5,10, 本科, 初创型(未融资), 初创型,CCX,BK,net
5509,.NET,上海-四平路,8k-13k,经验3-5年 / 本科,"移动互联网,企业服务 / 成长型(不需要融资)",“来得到你想要的吧！”,上海,8,13, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5510,.NET工程师,杭州-江干区,8k-15k,经验1-3年 / 本科,"移动互联网,医疗健康 / 初创型(未融资)",“五险 节日福利 高温关怀 生日关怀 旅游”,杭州,8,15, 本科, 初创型(未融资), 初创型,CCX,BK,net
5511,.NET工程师,合肥-海关路,8k-12k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“13薪，餐补，五险一金，带薪年假，节日福利”,合肥,8,12, 本科, 初创型(未融资), 初创型,CCX,BK,net
5512,.NET工程师,成都-磨子桥,4k-8k,经验3-5年 / 大专,教育 / 初创型(未融资),“发展潜力大”,成都,4,8, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5513,.NET工程师,长沙,4k-8k,经验1-3年 / 本科,"移动互联网,生活服务 / 初创型(未融资)",“团队氛围好，希望与你一起实现梦想”,长沙,4,8, 本科, 初创型(未融资), 初创型,CCX,BK,net
5514,.NET工程师,北京-苏州街,5k-10k,经验不限 / 大专,电子商务 / 成长型(不需要融资),“大牛学习机会，网站平台有前景！”,北京,5,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5515,.NET工程师,上海-江宁路,15k-18k,经验3-5年 / 本科,"电子商务,其他 / 成长型(不需要融资)",“领导好，双休”,上海,15,18, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5516,.NET工程师,上海-闵行区,9k-12k,经验1-3年 / 不限,"硬件,数据服务 / 上市公司",“体检、旅游、带薪病假、福利年假”,上海,9,12, 不限, 上市公司, 上市公司,SHGS,QT,net
5517,.NET工程师,南京-建邺万…,3k-6k,经验不限 / 大专,"移动互联网,电子商务 / 初创型(未融资)","“年终奖金,带薪年假,五险一金,弹性工作”",南京,3,6, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5518,.NET工程师,西安-高新技…,8k-15k,经验1-3年 / 大专,"移动互联网,电子商务 / 上市公司",“五险一金 双休”,西安,8,15, 大专, 上市公司, 上市公司,SHGS,DZ,net
5519,.NET工程师,上海-闵行区,8k-11k,经验1-3年 / 大专,"O2O,数据服务 / 初创型(天使轮)",“发展空间大”,上海,8,11, 大专, 初创型(天使轮), 初创型,CCX,DZ,net
5520,.NET工程师,昆明-北京路,5k-10k,经验1-3年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“周未双休，购买五险，法定节假日休息等”,昆明,5,10, 本科, 初创型(未融资), 初创型,CCX,BK,net
5521,.NET工程师,杭州-庆春路,8k-16k,经验1-3年 / 不限,电子商务 / 初创型(不需要融资),“我们从事的是最热门的互联网+，前景广阔”,杭州,8,16, 不限, 初创型(不需要融资), 初创型,CCX,QT,net
5522,.NET工程师,深圳-科技园,8k-15k,经验3-5年 / 大专,移动互联网 / 成熟型(不需要融资),“双休，六险一金，带薪年假，过节福利”,深圳,8,15, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5523,.NET工程师,上海,10k-20k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(A轮)",“弹性工作时间等”,上海,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,net
5524,.NET工程师,成都-高新区,5k-8k,经验3-5年 / 大专,移动互联网 / 初创型(不需要融资),“轻松活跃的氛围、自由开放的环境”,成都,5,8, 大专, 初创型(不需要融资), 初创型,CCX,DZ,net
5525,.NET开发工程师,深圳-科技园,10k-15k,经验3-5年 / 大专,移动互联网 / 成熟型(不需要融资),“双休 六险一金 带薪年假 过节福利”,深圳,10,15, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5526,.NET开发工程师,成都-高新区,5k-10k,经验1-3年 / 大专,"移动互联网,企业服务 / 成熟型(不需要融资)",“五险一金双休弹性工作项目奖金餐补班车旅游”,成都,5,10, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5527,.NET开发工程师,上海-长桥,15k-20k,经验3-5年 / 本科,"电子商务,移动互联网 / 上市公司",“上市外企商业保险餐饮补贴免费班车定期体检”,上海,15,20, 本科, 上市公司, 上市公司,SHGS,BK,net
5528,.NET开发工程师,上海,7k-12k,经验3-5年 / 大专,"移动互联网,数据服务 / 初创型(未融资)",“团队氛围好，发展平台好，五险一金，餐补”,上海,7,12, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5529,.NET开发工程师,广州-员村,5k-7k,经验不限 / 大专,移动互联网 / 初创型(未融资),“年底奖金、项目提成、节日福利、工龄工资”,广州,5,7, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5530,.NET开发工程师,长沙-黄兴路,8k-12k,经验1-3年 / 大专,"电子商务,生活服务 / 成熟型(不需要融资)",“可选择入职深圳或长沙”,长沙,8,12, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5531,.NET开发工程师,北京,8k-16k,经验1-3年 / 大专,电子商务 / 成长型(不需要融资),“美妹子多多，人文环境舒适，有资深技术顾问”,北京,8,16, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5532,.NET开发工程师,上海-延长路,9k-12k,经验1-3年 / 大专,"电子商务,其他 / 初创型(未融资)",“给自己一个机会！”,上海,9,12, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5533,.NET开发工程师,上海-东方路,13k-25k,经验3-5年 / 大专,"移动互联网,金融 / 初创型(未融资)",“年终奖金，年度涨薪，年度旅游，带薪年假”,上海,13,25, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5534,.NET开发工程师,合肥-东至路,6k-9k,经验1-3年 / 大专,移动互联网 / 初创型(未融资),“妹子多 福利多 还不加班”,合肥,6,9, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5535,.NET开发工程师,长沙-麓谷,4k-8k,经验1-3年 / 不限,"O2O,移动互联网 / 初创型(未融资)",“五险、年终奖、带薪年假、餐补、节日福利等”,长沙,4,8, 不限, 初创型(未融资), 初创型,CCX,QT,net
5536,.NET开发工程师,上海-岳阳,10k-20k,经验3-5年 / 本科,游戏 / 成长型(A轮),"“有五险一金，年终奖,团队活动”",上海,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,net
5537,.NET开发工程师,广州-黄埔区,8k-14k,经验不限 / 大专,移动互联网 / 成长型(不需要融资),“好项目、高福利、双休、五险一金、旅游”,广州,8,14, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5538,.NET开发工程师,上海-九亭,10k-20k,经验1-3年 / 大专,电子商务 / 成熟型(C轮),“六险一金快乐平等企业花名文化完善职级晋升”,上海,10,20, 大专, 成熟型(C轮), 成熟型,CSX,DZ,net
5539,.NET开发工程师,绵阳-涪城区,5k-10k,经验1-3年 / 本科,其他 / 上市公司,“五险一金、年终奖、项目奖、安家补贴、双休”,绵阳,5,10, 本科, 上市公司, 上市公司,SHGS,BK,net
5540,.NET,北京-中关村,6k-10k,经验1-3年 / 大专,电子商务 / 成长型(不需要融资),“与产品妹、推广小伙伴一起创造自己的平台！”,北京,6,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5541,.NET,厦门-后溪,6k-11k,经验不限 / 大专,"医疗健康,移动互联网 / 初创型(未融资)","“氛围好,潜力大,扁平管理”",厦门,6,11, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5542,.NET,济南-燕山立…,5k-10k,经验不限 / 大专,"移动互联网,数据服务 / 成熟型(不需要融资)","“迟到不扣罚，组织生日会、周年庆,出国旅游”",济南,5,10, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5543,.NET,上海-新华医…,9k-15k,经验3-5年 / 本科,其他 / 上市公司,“团队好 工作气氛佳 领导易相处 前景无限”,上海,9,15, 本科, 上市公司, 上市公司,SHGS,BK,net
5544,.NET,南京-建邺万…,6k-10k,经验不限 / 大专,"移动互联网,电子商务 / 初创型(未融资)",“五险一金、年终奖金、带薪年假、双休、补助”,南京,6,10, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5545,.NET,厦门-前埔医…,6k-10k,经验1-3年 / 大专,移动互联网 / 上市公司,“五险一金、股权激励、年终奖”,厦门,6,10, 大专, 上市公司, 上市公司,SHGS,DZ,net
5546,.NET,成都-武侯区,8k-15k,经验1-3年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)","“周末双休,五险一金”",成都,8,15, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5547,.NET,北京-双榆树,10k-15k,经验3-5年 / 大专,"移动互联网,企业服务 / 成长型(不需要融资)",“五险一金，餐补，体检，年假，年终奖!”,北京,10,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5548,.NET,上海-浦东新…,18k-25k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)","“半年调薪,?内部晋升,极客”",上海,18,25, 本科, 成长型(不需要融资), 成长型,CZX,BK,net
5549,.NET,广州-体育中…,6k-10k,经验不限 / 不限,移动互联网 / 初创型(未融资),“周末双休 带薪年假 年终双薪”,广州,6,10, 不限, 初创型(未融资), 初创型,CCX,QT,net
5550,.NET,苏州-独墅湖,6k-11k,经验1-3年 / 本科,"移动互联网,电子商务 / 初创型(未融资)","“职业指导,项目提成”",苏州,6,11, 本科, 初创型(未融资), 初创型,CCX,BK,net
5551,.NET,杭州-古墩路,10k-16k,经验3-5年 / 本科,"移动互联网,企业服务 / 成长型(A轮)",“五险一金 双休法定假日 福利健全 各类补贴”,杭州,10,16, 本科, 成长型(A轮), 成长型,CZX,BK,net
5552,.NET,广州-萝岗区,10k-16k,经验3-5年 / 大专,"企业服务,金融 / 成熟型(不需要融资)",“六险一金，加班补贴，带薪年假，包餐”,广州,10,16, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,net
5553,.NET,广州,8k-15k,经验1-3年 / 本科,企业服务 / 初创型(未融资),“全球出差机会 一线江景优美的工作环境”,广州,8,15, 本科, 初创型(未融资), 初创型,CCX,BK,net
5554,.NET开发工程师,广州,8k-12k,经验1-3年 / 大专,信息安全 / 初创型(未融资),“安静优雅的办公环境，各种大型项目亟待大神”,广州,8,12, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5555,.NET开发工程师,杭州-滨江区,7k-14k,经验1-3年 / 大专,"金融,数据服务 / 上市公司",“五险一金 双休 餐补 体检 旅游 年终奖”,杭州,7,14, 大专, 上市公司, 上市公司,SHGS,DZ,net
5556,.NET开发工程师,合肥-长江西…,5k-10k,经验1-3年 / 本科,"数据服务,硬件 / 初创型(天使轮)",“股权激励、7.5h、餐补、双休、项目、年终奖”,合肥,5,10, 本科, 初创型(天使轮), 初创型,CCX,BK,net
5557,.NET开发工程师,南京-兴隆,5k-9k,经验1-3年 / 大专,"金融,其他 / 成长型(不需要融资)",“五险一金综合补贴十三薪旅游聚餐体检双休”,南京,5,9, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5558,.NET开发工程师,长沙-岳麓区,6k-10k,经验1-3年 / 大专,"信息安全,数据服务 / 初创型(未融资)",“五险一金 绩效奖金 带薪年假 节日福利”,长沙,6,10, 大专, 初创型(未融资), 初创型,CCX,DZ,net
5559,.NET开发工程师,上海-长阳路,7k-9k,经验1-3年 / 大专,企业服务 / 成长型(B轮),“软件开发”,上海,7,9, 大专, 成长型(B轮), 成长型,CZX,DZ,net
5560,.NET开发工程师,苏州-工业园…,6k-12k,经验不限 / 大专,"移动互联网,企业服务 / 初创型(不需要融资)",“过节费高”,苏州,6,12, 大专, 初创型(不需要融资), 初创型,CCX,DZ,net
5561,.NET开发工程师,北京,9k-18k,经验3-5年 / 大专,"移动互联网,企业服务 / 成长型(不需要融资)",“五险一金+带薪年假+定期体检”,北京,9,18, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5562,.NET开发工程师,长沙-湘江中…,5k-10k,经验1-3年 / 本科,移动互联网 / 初创型(未融资),“五险一金 周末双休 定期体检 带薪年假”,长沙,5,10, 本科, 初创型(未融资), 初创型,CCX,BK,net
5563,.NET开发工程师,广州-越秀区,8k-14k,经验1-3年 / 本科,移动互联网 / 上市公司,"“.net,C#,C/S,B/S”",广州,8,14, 本科, 上市公司, 上市公司,SHGS,BK,net
5564,.NET开发工程师,广州-萝岗区,8k-15k,经验1-3年 / 本科,移动互联网 / 成熟型(不需要融资),“发展机会”,广州,8,15, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,net
5565,.NET开发工程师,上海-音乐学…,6k-12k,经验1-3年 / 本科,金融 / 成长型(B轮),“五险一金 带薪年假 餐补 交通补贴 节日福利”,上海,6,12, 本科, 成长型(B轮), 成长型,CZX,BK,net
5566,.NET开发工程师,长沙-麓谷,6k-10k,经验3-5年 / 大专,"移动互联网,教育 / 上市公司","“五险一金,双休,上市公司,定期体检等”",长沙,6,10, 大专, 上市公司, 上市公司,SHGS,DZ,net
5567,.NET开发工程师,广州-前进,7k-8k,经验不限 / 不限,电子商务 / 初创型(不需要融资),“五险一金，年终奖”,广州,7,8, 不限, 初创型(不需要融资), 初创型,CCX,QT,net
5568,.NET开发工程师,杭州-拱墅区,6k-10k,经验1-3年 / 大专,"移动互联网,教育 / 初创型(天使轮)","“五险一金,交通补贴,弹性,旅游”",杭州,6,10, 大专, 初创型(天使轮), 初创型,CCX,DZ,net
5569,.NET,杭州-滨江区,8k-12k,经验1-3年 / 不限,"金融,数据服务 / 上市公司",“五险一金、餐补、年终奖金、定期体检”,杭州,8,12, 不限, 上市公司, 上市公司,SHGS,QT,net
5570,.NET,上海-汶水路,18k-30k,经验不限 / 不限,游戏 / 成长型(B轮),“龙珠直播平台，做五修二、加班少、福利好”,上海,18,30, 不限, 成长型(B轮), 成长型,CZX,QT,net
5571,.NET,上海-南外滩,8k-16k,经验不限 / 大专,"移动互联网,电子商务 / 初创型(天使轮)",“技术牛人带队 发展空间大 办公环境舒适”,上海,8,16, 大专, 初创型(天使轮), 初创型,CCX,DZ,net
5572,.NET,珠海,10k-15k,经验1-3年 / 本科,移动互联网 / 初创型(未融资),“周末双休，期权奖励，年终分红”,珠海,10,15, 本科, 初创型(未融资), 初创型,CCX,BK,net
5573,.NET,上海-宝山区,9k-15k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“五险一金 带薪休假 双休 补贴”,上海,9,15, 本科, 初创型(未融资), 初创型,CCX,BK,net
5574,.NET,上海-金桥,13k-16k,经验3-5年 / 本科,移动互联网 / 上市公司,“500强外企，五险一金，福利优厚”,上海,13,16, 本科, 上市公司, 上市公司,SHGS,BK,net
5575,.NET,杭州-东新路,10k-15k,经验1-3年 / 大专,"信息安全,硬件 / 成长型(不需要融资)","“五险一金,项目奖金,周末双休,带薪培训”",杭州,10,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5576,.NET,珠海-竹苑,6k-12k,经验3-5年 / 本科,"移动互联网,招聘 / 上市公司",“高薪岗位，年终奖项目奖、良好的晋升空间。”,珠海,6,12, 本科, 上市公司, 上市公司,SHGS,BK,net
5577,.NET,广州-车陂,8k-12k,经验1-3年 / 本科,金融 / 初创型(不需要融资),“阿姨做饭好吃 健身齐全 不加班 水果零食”,广州,8,12, 本科, 初创型(不需要融资), 初创型,CCX,BK,net
5578,.NET,广州-黄埔区,8k-15k,经验1-3年 / 大专,移动互联网 / 成长型(不需要融资),"“周末双休,年底双薪,五险一金,弹性上班”",广州,8,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
5579,.NET,广州-中山六…,7k-9k,经验1-3年 / 大专,"移动互联网,电子商务 / 成长型(不需要融资)",“薪酬福利齐全”,广州,7,9, 大专, 成长型(不需要融资), 成长型,CZX,DZ,net
